c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c125,c126,c127,c128,c129,c130,c131,c132,c150,c151,c152,c153,c154,c155,c156,c157,c158,c159,c160,c161,c162,c163,c164,c165,c166,c167,c168,c169,c170,c171,c172,c173,c174,c175,c176,c177,c178,c179,c180,c181,c182,c183,c184,c185,c186,c187,c188,c189,c190,c191,c192,c193,c194,c195,c196,c197,c198,c199,c200,c201,c202,c203,c204,c205,c206,c207,c208,c209,c210,c211,c212,c213,c214,c215,c216,c217,c218,c219,c220,c221,c222,c223,c224,c225,c226,c227,c228,c229,c230,c231,c232,c233,c234,c235,c236,c237,c238,c239,c241
20-02-2019,2,176.2732,168.5009,0.7393,1.58528,2.345103,20.9165,7.04761,0.664605,60.73295,10.9643,35.11667,0.002229178,1.635033,19.02408,30.09153193,32.04358,12.30322,6.584322,10.04147,5.637787,46.96339,0.739299896,1.58528,492.0404,104.4545,48.20454,289.3543,14.74273,77.37241,48.92612,-69.1184,0.220519,1.377324,0.049692,0.38733,31.27525199,0.515499568,88.93566501,2.536114016,4.008421834,4.072725464,10.47650187,7.808337114,0.086028046,25.91976619,2.11000946,69.61883939,7.499964141,9.537709653,9.747928095,7.747182444,5.750257533,-0.198742572,29.43851244,6.957516055,89.03411779,18.39784627,6.113032662,7.592984346,7.346803435,6.236038401,-0.349559295,38.26030589,17.04488021,87.25582205,36.60238401,168.5008699,9.677204259,8.965178935,17.13653999,13.47398316,-0.30853472,5039.967909,125.5812413,48.33598444,1.214497924,1.225797296,1.246195316,1.282623172,25,87.25582205,1.194101319,2.30488538,1.146189975,2.514866003,1.222265564,2.357964736,1.180592861,2.081847185,1.269744322,4.707214275,1.173641536,6.758990753,1.30544573,4.273904006,1.292675196,4.416756913,77.13622192,124.8036058,82.43420825,94.3222592,304.275252,361.935665,151.8893695,350.0875872,0.207817147,298.9197662,298,308.291804,836.9821797,-0.003085549,302.4385124,362.0341178,783.7744814,1905.934654,0.20240733,311.2603059,360.255822,1773.224794,3691.583044,0.199364101,78.99636328,0.145652237,24.36748066,493.0294463,30.09153193,4.016089275,32.04357874,12.30322161,32.0991252,125.5812413,54.98799672,42.00007629,48.33598444,77.37240664,756.7892806,99.62361037,176.2732104,23.93574926,0.426104555,0.542448086,1.111340283,168.5008699,12.21070108,0.538516172,0.359447636,0.001885788,71.00371421,0.745285418,0.241625776,188.2689339,29.91063436,4.5,0,23.5,23.4,1175,730,290,110,45,90.33547974,94.53100586,96.66017914,94.47169495,1.199,1.209,1.21,1.221,77.62203813,81.66438341,76.84720159,79.85183001,80.29417992,83.89468789,80.37941456,80.30059934,2.67214179,2.23030448,3.532212973,0.448769331,0.06502395,-0.204687093,-0.356025253,198.9917188,#REF!,#REF!,#REF!,2.876989365,7.504794598,18.3881855,37.83277512,94.86811829,87.61256409,93.90352631,96.82050323,,2.66000946,2.384895376,,23.33844421,,23.27395508,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.138506372,0.138123649,,2.36000946,7.207516055,,28.89056755,,,,,0.684137053,69.31052309,72.99132666,44.94338684,39.70456775,2.067690603
21-02-2019,2,176.1561,168.4657,0.72414,1.604062,2.334078,20.80354,6.927599,0.654741,61.33524,10.98076,34.92613,0.002229127,1.734945,19.58594,30.29679459,32.26708,11.96573,6.247139,10.08892,5.516021,45.77144,0.724140342,1.604062,491.4677,104.551,48.18952,288.8651,14.65156,77.35101,48.92948,-69.1348,0.236055,1.372376,0.324678,0.439102,31.27616304,0.515471435,88.76788433,2.543264235,4.000331035,4.037912497,10.45637497,7.770700203,0.085539782,25.78931089,2.110786756,69.35459084,7.499984712,9.44002123,9.687731152,7.836811803,5.832980925,-0.198887556,29.42665484,6.941253894,88.85924314,18.38194628,6.059598646,7.590256775,7.341272882,6.266196382,-0.349539471,38.25728023,17.04117469,87.13465818,36.54703238,168.4657386,9.675751674,9.001040252,17.05371297,13.52775743,-0.304557457,5031.448906,125.522903,48.41723129,1.214274049,1.225754738,1.246012568,1.28277576,25,87.13465818,1.194372779,2.309544855,1.145806019,2.514296073,1.222331777,2.360693934,1.180113788,2.079211528,1.269355908,4.712560111,1.173191264,6.773963295,1.305016354,4.278512729,1.292403479,4.41993195,77.15909709,125.06022,82.47490277,94.43321119,304.276163,361.7678843,151.88661,350.7889386,0.20675824,298.7893109,298,308.3680475,836.9841974,-0.002649137,302.4266548,361.8592431,782.179357,1904.375055,0.201631218,311.2572802,360.1346582,1772.861327,3686.153709,0.199262864,78.99636328,0.145639123,24.3151788,493.0331742,30.29679459,4.138969131,32.2670779,11.96572523,32.03586682,125.522903,54.88310803,42.00007629,48.41723129,77.35101283,756.8826564,99.96613423,176.1561489,23.72325712,0.432477479,0.558730818,1.100002365,168.4657386,12.39523212,0.554914032,0.356091288,0.001887042,70.90020888,0.745094546,0.240769221,188.137114,29.86630366,4.3,0,23.9,24,1175,730,290,110,45,90.41916656,94.32073975,96.66571045,94.31900787,1.199,1.209,1.21,1.221,77.62203813,81.66438341,76.84720159,79.85183001,80.2806735,83.90811682,80.40212393,80.29414415,2.658635378,2.243733406,3.554922342,0.442314148,0.064882099,-0.204730366,-0.356040388,199.9776094,#REF!,#REF!,#REF!,2.862693071,7.451378345,18.23018074,37.62483597,94.54734802,87.27375031,93.41521454,96.41956329,,2.660786756,2.385440683,,23.09269519,,23.33371289,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.137076508,0.138507171,,2.360786756,7.191253894,,28.94210511,,,,,0.684409264,69.18011182,72.82015244,44.77812519,39.74259545,2.046792839
22-02-2019,2,176.5897,167.9353,0.712661,1.605959,2.329193,20.81783,6.677934,0.640565,60.5769,11.19313,35.19169,0.002229243,1.635259,19.80292,30.81379982,32.77999,12.67475,6.540116,10.25387,5.415268,45.34799,0.71266096,1.605959,491.2424,104.4976,48.80193,288.0885,14.63762,76.82426,48.93123,-69.1452,0.26929,1.363202,0.049149,0.157549,31.40685801,0.516360356,88.62740381,2.546070641,4.000113743,4.011045164,10.45974073,7.742613417,0.085595036,25.65963673,2.108191662,68.90684278,7.500343384,9.485724479,9.734538469,7.912618187,5.900943898,-0.198337542,29.50852234,6.929197221,88.67304752,18.34701604,6.092082947,7.618863309,7.288948921,6.206963258,-0.349230448,38.26470775,16.99459525,87.03737234,36.46661807,167.9353144,9.689574805,8.93872284,16.95342218,13.50624526,-0.305674232,5016.739793,125.6133635,49.03516997,1.213249326,1.225038767,1.245158792,1.282043695,25,87.03737234,1.193570028,2.310031122,1.144804321,2.516325892,1.221504414,2.35990631,1.17977875,2.080123142,1.267977558,4.731655761,1.171710944,6.823740634,1.30382911,4.291323864,1.291530365,4.430174412,77.16694511,125.6516394,82.49169533,94.46179223,304.406858,361.6274038,151.9738026,351.0642137,0.205729463,298.6596367,298,308.1134996,837.0193789,-0.002212474,302.5085223,361.6730475,780.9967409,1900.948815,0.200813549,311.2647077,360.0373723,1768.292438,3678.266023,0.198742153,78.99636328,0.144565702,24.23977046,492.9316929,30.81379982,4.292258293,32.77998543,12.67475087,31.96048829,125.6133635,54.91713724,42.00007629,49.03516997,76.8242582,756.9536108,99.95541551,176.5896517,23.4773648,0.43787898,0.571146163,1.111883049,167.9353144,12.5209075,0.566624524,0.360249915,0.001882734,70.62242024,0.747986592,0.240537747,188.4803609,29.8730485,4.3,0,23.5,23.8,1155,700,300,110,45,90.3309021,94.0213623,96.5154953,94.22348785,1.199,1.209,1.21,1.221,77.62203813,81.66438341,76.84720159,79.85183001,80.27806878,83.90677571,80.40745854,80.26800156,2.656030655,2.242392302,3.560256958,0.416171551,0.065210085,-0.204410746,-0.355339031,200.564,#REF!,#REF!,#REF!,2.861382723,7.409016609,18.07569885,37.28381348,94.36427307,86.71107483,92.91204834,95.86946869,,2.658191662,2.382397127,,22.85110807,,23.21124707,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.136070892,0.138215402,,2.358191662,7.179197221,,29.08993514,,,,,0.684156783,69.21778335,72.74215621,44.78822433,39.77705631,2.073829958
23-02-2019,2,176.8912,168.8413,0.710594,1.666824,2.333061,20.89432,6.644902,0.638493,60.63002,11.11634,35.36245,0.002229353,1.687257,19.92797,30.85316909,32.33925,12.70546,6.782162,10.11598,5.258865,45.14066,0.710593931,1.666824,491.5725,104.431,48.24732,288.7842,14.70038,77.47628,49.12298,-69.0661,0.228595,1.366959,0.050489,0.945341,31.44279239,0.516237266,88.71849732,2.538482046,3.988943102,4.010903207,10.40510883,7.736301781,0.085663405,25.70958291,2.103552755,68.89296058,7.497389518,9.745015667,9.924661197,7.933160879,5.938869582,-0.198750875,29.62115803,6.932595341,88.89953609,18.36261666,6.162036519,7.712686671,7.270667991,6.241500059,-0.349701712,38.39084639,17.01264513,87.190052,36.49546344,168.8412826,9.587433185,8.876722979,17.03268598,13.60771738,-0.306464035,5021.884949,125.7299254,48.42108971,1.21313715,1.22485435,1.244945168,1.28207922,25,87.190052,1.192986534,2.30531638,1.144566429,2.518900526,1.221416288,2.360829113,1.17964572,2.079640998,1.267867467,4.733189439,1.171179616,6.84181704,1.303506117,4.294826512,1.291392691,4.431795064,77.15782817,125.899613,82.50147286,94.50702412,304.4427924,361.7184973,151.9617289,350.3198628,0.206392939,298.7095829,298,307.6584782,836.7296398,-0.002377106,302.621158,361.8995361,781.330056,1902.479049,0.201013408,311.3908464,360.190052,1770.062916,3681.095409,0.198830768,78.99636328,0.145191249,24.3621427,494.8398611,30.85316909,4.376078889,32.33924961,12.70545904,31.99267371,125.7299254,54.98671036,42.00007629,48.42108971,77.47627816,757.0525249,99.96380534,176.891244,23.65601419,0.43492929,0.564794177,1.108041505,168.8412826,12.4698332,0.55974357,0.35888521,0.001892258,70.69513542,0.744663411,0.241930029,188.8055573,29.74322909,4.6,0,23.6,23.8,1205,740,290,130,45,90.19615173,94.11545563,96.62641144,94.33087921,1.199,1.209,1.21,1.221,77.62203813,81.66438341,76.84720159,79.85183001,80.27726412,83.90340209,80.40857911,80.27904034,2.655225992,2.239018679,3.561377525,0.427210331,0.064905621,-0.204726209,-0.356058005,200.8593125,#REF!,#REF!,#REF!,2.869693518,7.471597672,18.24090195,37.63462448,94.5361557,86.98271942,93.48496246,96.53787231,,2.653552755,2.379592097,,23.04058915,,23.26237646,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.136463007,0.137776592,,2.353552755,7.182595341,,29.1062237,,,,,0.683485765,69.30785088,72.85076767,44.7414837,39.89181121,2.073619636
24-02-2019,2,177.5261,168.6978,0.747783,1.551856,2.336077,20.85068,6.812292,0.64091,60.4966,11.25327,35.23438,0.002229141,1.712464,20.00738,30.63033128,31.75446,12.70126,6.603521,10.21411,4.887422,44.68917,0.747783085,1.551856,491.5199,104.5238,47.80632,289.1636,14.78008,77.93697,49.07419,-69.0741,0.188385,1.370492,0.05029,0.32317,31.347839,0.515918165,88.6086807,2.535105374,4.01406888,4.025572424,10.42531255,7.774379633,0.086286676,25.46009611,2.098532265,68.43921546,7.488760658,10.09467243,9.992376829,7.488729468,5.680949434,-0.198638294,29.52924168,6.924755789,88.83583039,18.34695728,6.118651115,7.68190484,7.30960094,6.221268338,-0.349467476,38.31047975,16.99594777,87.18951612,36.49929676,168.697758,9.589809618,8.912092807,16.98789249,13.61976149,-0.307245655,5026.605634,125.7407727,47.85510645,1.213278532,1.225083709,1.24501729,1.28189373,25,87.18951612,1.19293536,2.303611291,1.1440029,2.520088525,1.221570051,2.361176158,1.179933024,2.08177966,1.268086003,4.730146258,1.170347099,6.87036705,1.303687408,4.292859612,1.291419063,4.431484502,77.14979813,126.5287373,82.48274874,94.45017603,304.347839,361.6086807,151.9304289,349.9886515,0.206585885,298.4600961,298,307.1660278,835.8832514,-0.00154106,302.5292417,361.8358304,780.5610894,1900.943051,0.201116948,311.3104798,360.1895161,1768.425105,3681.471413,0.198902051,79.14207727,0.144974344,24.4283031,495.8561064,30.63033128,4.456276418,31.75445824,12.70126345,31.90847415,125.7407727,55.0253597,42.00007629,47.85510645,77.93696702,757.1323221,99.93900874,177.5260818,23.78058045,0.436573109,0.564004869,1.109658612,168.697758,12.50993031,0.557888043,0.360010097,0.001893812,70.74629121,0.745361256,0.241350897,189.4113258,29.79651713,4.5,0,23.5,23.9,1225,750,300,130,45,90.06729889,93.4431839,96.56066132,94.32551575,1.199,1.209,1.21,1.221,77.62203813,82.24723935,76.84720159,79.85183001,80.28081059,83.90719891,80.4048419,80.2862823,2.658772469,1.659959555,3.557640314,0.434452295,0.065432922,-0.204762929,-0.35614602,200.7623125,#REF!,#REF!,#REF!,2.873366117,7.474132538,18.25928497,37.65768814,94.5422287,87.10207367,93.51667023,96.55787659,,2.648532265,2.376841041,,23.20468504,,23.22125391,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.137551828,0.137650045,,2.348532265,7.174755789,,29.06237879,,,,,0.682078437,69.32186379,72.84971663,44.84091746,40.36117955,2.078518297
25-02-2019,2,178.0504,169.4377,0.407259,1.508039,2.346649,21.20242,6.982673,0.647873,60.43957,11.29062,35.27148,0.002229187,1.899127,19.8315,29.6001576,31.64564,13.16984,6.945807,10.52111,4.920978,45.17918,0.407258892,1.508039,491.2186,104.5034,47.12792,288.8113,14.77494,78.87028,49.12995,-69.0513,0.186206,1.374024,0.073576,0.356636,31.37452639,0.516192117,88.88589926,2.536256847,4.041040911,4.072000846,10.47155613,7.802224851,0.086201954,25.5389822,2.097471894,68.64240255,7.492298622,10.13160219,9.853245859,7.083873149,5.410398051,-0.198780416,29.55489037,6.913544011,89.13103234,18.36571434,6.105509197,7.635720099,7.460856562,6.34794539,-0.349923073,38.37478552,17.00081977,87.41938424,36.55475089,169.4376535,9.542672636,8.917153165,17.15778865,13.59728531,-0.307428025,5044.081093,126.0114199,47.20299813,1.213655591,1.225191832,1.245009422,1.281760573,25,87.41938424,1.193312479,2.303947205,1.144381213,2.521925603,1.22230255,2.366694343,1.180304619,2.084292256,1.268635825,4.722511692,1.170679726,6.858926686,1.303797282,4.291668687,1.291516004,4.430343402,77.13652028,126.3679531,82.45713317,94.38917885,304.3745264,361.8858993,151.9573003,350.1015973,0.207362914,298.5389822,298,307.0620181,836.2302835,-0.001803687,302.5548904,362.1310323,779.4613474,1902.782895,0.201400006,311.3747855,360.4193842,1768.902989,3686.910802,0.199162825,79.14207727,0.145930849,24.58434831,497.3016239,29.6001576,4.253075945,31.64564499,13.16984034,31.88428017,126.0114199,55.15137556,42.00007629,47.20299813,78.87028022,760.1982982,99.95600963,178.0504474,23.77666649,0.438784953,0.578754611,1.122294126,169.4376535,12.59011617,0.571406776,0.363917078,0.001901113,70.81617423,0.743703759,0.242600452,190.0034149,29.76954053,4.5,0,23.5,23.7,845,400,300,100,45,90.21392059,93.63520813,96.81361389,94.51709747,1.199,1.209,1.21,1.221,77.62203813,82.24723935,76.84720159,79.85183001,80.23711443,83.88851285,80.36404252,80.30133247,2.615076303,1.641273499,3.516840935,0.449502468,0.065361524,-0.204882512,-0.356466777,201.5576406,#REF!,#REF!,#REF!,2.879618168,7.525072098,18.36525536,37.9425354,94.82339478,87.38700867,94.08808899,97.18237305,,2.647471894,2.375736265,,23.19089239,,23.43799609,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.136869768,0.138328144,,2.347471894,7.163544011,,29.06679149,,,,,0.68367462,69.37979192,72.90834123,43.69522178,41.41605873,2.084697161
26-02-2019,2,177.5755,169.2552,0.305163,1.480166,2.355834,21.5602,6.813535,0.660312,60.47611,11.32336,35.0149,0.002229144,1.796243,20.09201,29.95167082,32.49363,12.5934,6.880791,10.49718,5.046633,44.98693,0.305162573,1.480166,490.7738,104.4779,46.72671,288.5645,14.78066,79.3315,49.0994,-69.0517,0.179962,1.378208,0.056796,0.174557,31.32972055,0.515092838,89.07974134,2.528139057,4.035813327,4.10140968,10.47324739,7.803258128,0.086364443,25.75892718,2.095417289,69.08102218,7.486094234,10.1391583,9.799974905,6.950282956,5.280950172,-0.198967335,29.49205308,6.905934266,89.25217513,18.36685334,6.086408864,7.59707428,7.43250654,6.338291098,-0.350861073,38.43462508,17.00890999,87.59079683,36.57057054,169.2552336,9.633397489,9.025902702,17.06151823,13.41824199,-0.306272356,5052.485564,126.0518171,46.7652647,1.21398747,1.225306749,1.245340586,1.281817555,25,87.59079683,1.193206938,2.300339469,1.145006864,2.52162285,1.222907221,2.369032735,1.180421142,2.084234461,1.269106227,4.716004691,1.171516143,6.830354994,1.304318734,4.28602839,1.291754478,4.427539508,77.12819827,125.8950872,82.43768137,94.34289841,304.3297206,362.0797413,151.8494742,349.3053388,0.208572532,298.7589272,298,306.8604858,835.6217069,-0.002538972,302.4920531,362.2521751,778.7149221,1902.894618,0.201777628,311.4346251,360.5907968,1769.696544,3688.462522,0.199556127,79.14207727,0.146664055,24.63007426,497.2231401,29.95167082,4.2165062,32.4936267,12.59340176,31.89761313,126.0518171,55.15030573,42.00007629,46.7652647,79.33149885,763.3795552,99.9495896,177.5755274,23.58474434,0.432721768,0.580159968,1.116018057,169.2552336,12.4057361,0.573801435,0.361349353,0.001896271,70.99801793,0.744743984,0.241925293,189.4479125,29.85128115,4.5,0,23.5,23,845,400,300,100,45,90.12833405,93.93669128,96.91971588,94.62401581,1.199,1.209,1.21,1.221,77.62203813,82.24723935,76.84720159,79.85183001,80.21031618,83.88232589,80.33608198,80.30737638,2.588278055,1.635086536,3.488880396,0.455546379,0.065234057,-0.204783543,-0.357422366,201.6244844,#REF!,#REF!,#REF!,2.883545637,7.506137848,18.30803299,37.88434219,95.00328064,87.39161682,93.93662262,97.11533356,,2.645417289,2.376096057,,22.99618345,,23.47428467,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.135866897,0.138691633,,2.345417289,7.155934266,,28.93060908,,,,,0.686380585,69.3104797,72.91799491,42.37003982,41.81548182,2.084429868
27-02-2019,2,177.12,168.4679,0.266291,1.471546,2.368401,21.80225,6.503995,0.66121,60.31601,11.32823,34.99882,0.002229266,1.748958,20.14226,31.2150765,33.75089,12.23707,6.441916,10.31047,4.932199,45.24894,0.26629116,1.471546,490.5252,104.5883,46.96359,288.3532,14.77901,79.14442,49.10851,-69.0769,0.182023,1.377239,0.049828,0.233158,31.34987543,0.515284424,89.17064254,2.539238776,4.035787347,4.074515979,10.44881832,7.770348006,0.085874335,25.97548831,2.100133319,69.43038493,7.493996307,10.20552652,9.805415114,6.575297082,5.128113174,-0.198892754,29.47874624,6.921802911,89.26425324,18.36184328,6.090583563,7.591525967,7.447502516,6.354707824,-0.349905895,38.54421754,17.01704129,87.7082069,36.57948683,168.467918,9.787594241,9.114088143,17.03231698,13.32108599,-0.307079804,5051.695336,126.1149339,46.99737428,1.213803053,1.225172043,1.245519638,1.281744599,25,87.7082069,1.193760307,2.307223867,1.145346018,2.520443478,1.222433583,2.363840239,1.180348308,2.083789517,1.268778821,4.720531238,1.172057765,6.812001578,1.304565121,4.283370066,1.291723837,4.427899515,77.14890852,125.4964832,82.43475607,94.33115126,304.3498754,362.1706425,151.8682665,350.3940891,0.20804806,298.9754883,298,307.3230721,836.3968062,-0.003264176,302.4787462,362.2642532,780.2714472,1902.40319,0.202374967,311.5442175,360.7082069,1770.494128,3689.337104,0.199578361,79.14207727,0.145627986,24.5880159,496.5597603,31.2150765,4.286155187,33.75088601,12.23706966,31.86770891,126.1149339,55.15581976,42.00007629,46.99737428,79.14441728,766.1855607,99.90918162,177.1200232,23.64628999,0.439105458,0.572193395,1.104653771,168.467918,12.5498128,0.566811714,0.357151809,0.001884717,70.98892403,0.748599112,0.240148214,188.9526487,29.98609703,4.4,0,23,23.7,845,400,300,100,45,90.32080078,94.12084961,96.76017761,94.73069,1.199,1.209,1.21,1.221,77.62203813,82.24723935,76.84720159,79.85183001,80.21395802,83.88907909,80.33854365,80.30821681,2.591919899,1.641839743,3.491342068,0.456386805,0.064438673,-0.204694044,-0.356566072,202.3507188,#REF!,#REF!,#REF!,2.889575958,7.46912384,18.31408119,37.79218292,95.07058716,87.41389465,93.87945557,97.04551697,,2.650133319,2.378848008,,23.0513617,,23.45372705,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.136829386,0.139217765,,2.350133319,7.171802911,,28.87019515,,,,,0.688235182,69.27622714,72.89718357,41.88049935,41.32097091,2.090788333
28-02-2019,2,178.0341,169.7581,0.295878,1.514357,2.442066,21.30059,7.007129,0.652027,60.00853,11.14924,35.30037,0.002229037,1.760668,19.9649,31.2049694,33.91025,12.75126,7.027374,9.992534,5.177852,45.8183,0.295877779,1.514357,490.4328,104.5161,46.88462,287.5154,14.71968,79.69727,49.16305,-69.0193,0.179367,1.378878,0.050069,0.482247,31.28272095,0.515453399,89.20243518,2.538497634,4.058019505,4.114232607,10.4815255,7.738718632,0.086020418,25.86663549,2.097164399,69.00619739,7.504761936,10.20839947,9.838530805,6.393848605,5.022660973,-0.198581534,29.45095236,6.926463465,89.39154067,18.39233992,6.079860746,7.595668785,7.519979935,6.309808221,-0.350468972,38.57350846,17.02492989,87.76832925,36.58067261,169.7581065,9.734187836,9.078980101,17.00632947,13.35253818,-0.310303663,5060.702284,126.5889633,46.96334732,1.213973999,1.225303173,1.245497704,1.281307459,25,87.76832925,1.193868739,2.306493458,1.144343854,2.525842216,1.2228854,2.366213091,1.180347142,2.08294488,1.269083048,4.716324783,1.170296922,6.872096752,1.304832531,4.280489773,1.291929823,4.42548079,77.12952957,126.6609887,82.3719267,94.16018952,304.2827209,362.2024352,151.8848409,350.3213919,0.208495965,298.8666355,298,307.0318565,837.4527863,-0.002894074,302.4509524,362.3915407,780.728592,1905.394547,0.202648177,311.5735085,360.7683292,1771.267905,3689.453415,0.199787638,79.14207727,0.146620176,24.73449493,498.5461289,31.2049694,4.256567562,33.91024612,12.75125676,31.8806733,126.5889633,55.36541451,42.00007629,46.96334732,79.697272,768.796382,99.9521883,178.0340935,23.57941606,0.441333235,0.578298472,1.125133345,169.7581065,12.6428632,0.570902859,0.364038209,0.001900534,70.96795309,0.745702022,0.242276683,190.0331304,29.81125549,4.5,0,23.2,23.7,1135,710,280,100,45,90.27362823,94.21179199,96.862854,94.76490021,1.199,1.209,1.21,1.221,77.62203813,82.24723935,76.84720159,79.85183001,80.18246293,83.86887908,80.30343652,80.31128049,2.560424805,1.621639729,3.456234932,0.459450483,0.064225944,-0.204309515,-0.356977684,202.207,#REF!,#REF!,#REF!,2.891726494,7.523521423,18.42236519,37.99731064,95.10727692,88.01245117,94.28652191,97.47866058,,2.647164399,2.376671072,,22.96503929,,23.56373145,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.135280958,0.138807695,,2.347164399,7.176463465,,28.87016278,,,,,0.688088668,69.33530084,72.92089725,41.67888183,41.15241751,2.109398281
01-03-2019,2,177.3346,168.8039,0.375076,1.815072,2.593289,20.77168,7.055694,0.652836,59.93281,11.18919,35.17205,0.002229129,1.785491,20.01389,30.29127004,32.93793,12.22692,7.132,9.98523,5.414691,44.94976,0.375075631,1.815072,490.2164,104.6023,47.49816,287.1903,14.61834,78.64572,48.91121,-69.1644,0.178648,1.373293,0.050495,0.273924,31.36969535,0.515722806,89.12118577,2.541110072,4.049551497,4.105551678,10.48910552,7.730364978,0.085750393,25.79275801,2.100755736,69.22514735,7.505226967,9.821538237,9.571274275,6.203977973,4.922996324,-0.198547515,29.44520802,6.93175886,89.18613027,18.37615166,6.072082203,7.674080775,7.519738214,6.331412556,-0.34993168,38.53405635,17.02057857,87.62016183,36.54405953,168.8038983,9.719773371,9.0662386,17.0539472,13.44695247,-0.30706425,5048.687972,126.1495625,47.72550184,1.214848518,1.226099849,1.245790005,1.280811429,25,87.62016183,1.194800751,2.307779068,1.145359578,2.523298853,1.223053145,2.362717153,1.18045626,2.081418893,1.270359659,4.698776671,1.17182869,6.819749905,1.305788816,4.270230781,1.292517635,4.418597312,77.09885476,126.0601021,82.25015773,93.87551168,304.3696954,362.1211858,151.9112665,350.5776409,0.207747034,298.792758,298,307.3841238,837.4984002,-0.002650577,302.445208,362.1861303,781.2480073,1903.806672,0.202373946,311.5340564,360.6201618,1770.841093,3685.862108,0.199599747,79.14207727,0.144696681,24.51706603,495.2395105,30.29127004,4.175085689,32.93793385,12.22692064,31.93243197,126.1495625,55.12963038,42.00007629,47.72550184,78.64572396,762.0305859,99.93060363,177.3346291,23.56503896,0.440354337,0.573468106,1.115593017,168.8038983,12.59848458,0.567473362,0.36112994,0.001890786,70.85988663,0.747314273,0.239980074,189.2863339,29.90859821,4.3,0,23,23.4,1195,760,300,100,35,90.66114044,94.30368042,96.90656281,94.75232697,1.199,1.209,1.21,1.221,77.62203813,82.24723935,76.84720159,79.85183001,80.19877076,83.89775157,80.35063744,80.30849099,2.576732635,1.650512218,3.50343585,0.456660986,0.064308513,-0.204271996,-0.35650311,199.9047031,#REF!,#REF!,#REF!,2.836808443,7.426076412,18.23389435,37.55821991,94.43412781,87.18806458,93.47980499,96.56150818,,2.650755736,2.378576542,,22.93305786,,23.58016211,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.13585621,0.139689677,,2.350755736,7.18175886,,28.90253187,,,,,0.687127723,69.27131072,72.78893781,41.95985771,41.529706,2.104754975
